
SIMPLE-AWD: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
16     0.447652    0.366635    0.874396
17     0.442075    0.330819    0.879227
18     0.407864    0.332553    0.888889
19     0.390182    0.334554    0.879227
20     0.379518    0.309625    0.879227
epoch  train_loss  valid_loss  accuracy
1      0.598022    0.735375    0.314010
2      0.640982    0.568587    0.729469
3      0.625345    0.569303    0.729469
4      0.603807    0.560010    0.758454
5      0.579637    0.527067    0.772947
6      0.605274    0.526964    0.777778
7      0.578568    0.466865    0.816425
8      0.548422    0.478006    0.835749
9      0.522722    0.394362    0.869565
10     0.504594    0.438381    0.801932
11     0.475027    0.394736    0.859903
12     0.482294    0.377851    0.855072
13     0.481520    0.357788    0.884058
14     0.480987    0.346179    0.869565
15     0.492148    0.317165    0.908213
16     0.465090    0.343269    0.908213
17     0.412755    0.336186    0.879227
18     0.452278    0.292423    0.903382
19     0.461187    0.299044    0.913043
20     0.399511    0.297255    0.908213
epoch  train_loss  valid_loss  accuracy
1      0.684728    0.705750    0.333333
2      0.689254    0.719222    0.439614
3      0.657948    0.708563    0.497585
4      0.654591    0.656621    0.584541
5      0.605969    0.648749    0.599034
6      0.575466    0.622127    0.647343
7      0.605221    0.505414    0.768116
8      0.587780    0.517854    0.801932
9      0.590939    0.510070    0.797101
10     0.576319    0.431134    0.821256
11     0.565670    0.440068    0.816425
12     0.559519    0.435602    0.845411
13     0.537829    0.412059    0.859903
14     0.502723    0.381486    0.864734
15     0.498190    0.383520    0.884058
16     0.486237    0.389756    0.855072
17     0.460508    0.382794    0.874396
18     0.448917    0.363192    0.879227
19     0.468998    0.335026    0.879227
20     0.451847    0.335934    0.888889
total elapsed time: 00:03:47

SIMPLE-AWD-Finetuned-Autopsy: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.631825    0.635825    0.690821
2      0.599088    0.603061    0.705314
3      0.620517    0.570244    0.714976
4      0.614378    0.577114    0.729469
epoch  train_loss  valid_loss  accuracy
1      0.636729    0.518794    0.739130
2      0.553278    0.536698    0.758454
3      0.537062    0.494580    0.792271
4      0.537450    0.472894    0.792271
5      0.578733    0.466401    0.787440
6      0.577737    0.459714    0.787440
7      0.533497    0.454637    0.787440
8      0.515180    0.431317    0.782609
9      0.483795    0.422992    0.811594
10     0.484990    0.409283    0.826087
11     0.479053    0.400792    0.855072
12     0.498867    0.396482    0.826087
13     0.497406    0.394171    0.850242
14     0.464189    0.378958    0.835749
15     0.461449    0.382037    0.830918
16     0.437570    0.365196    0.835749
17     0.450468    0.350311    0.845411
18     0.459927    0.334206    0.874396
19     0.416787    0.375182    0.811594
20     0.424458    0.342620    0.826087
epoch  train_loss  valid_loss  accuracy
1      0.677789    0.602717    0.690821
2      0.657423    0.601800    0.719807
3      0.609304    0.534248    0.729469
4      0.607021    0.513370    0.753623
epoch  train_loss  valid_loss  accuracy
1      0.631011    0.576754    0.739130
2      0.612116    0.522187    0.743961
3      0.581979    0.479580    0.787440
4      0.551327    0.476687    0.797101
5      0.554904    0.432178    0.835749
6      0.558358    0.442793    0.811594
7      0.517689    0.420523    0.830918
8      0.541572    0.448239    0.772947
9      0.529656    0.399928    0.835749
10     0.475412    0.386079    0.806763
11     0.478897    0.387944    0.850242
12     0.462403    0.377340    0.859903
13     0.443828    0.382624    0.855072
14     0.433051    0.356545    0.864734
15     0.450215    0.351031    0.855072
16     0.462175    0.350592    0.855072
17     0.417616    0.340620    0.859903
18     0.439749    0.344600    0.855072
19     0.415071    0.321744    0.884058
20     0.447515    0.336548    0.859903
epoch  train_loss  valid_loss  accuracy
1      0.675000    0.748572    0.420290
2      0.680922    0.652892    0.599034
3      0.625324    0.658220    0.574879
4      0.632108    0.609582    0.632850
epoch  train_loss  valid_loss  accuracy
1      0.624815    0.583481    0.676328
2      0.605644    0.526507    0.787440
3      0.583562    0.555682    0.743961
4      0.606040    0.538015    0.772947
5      0.596746    0.481330    0.792271
6      0.604829    0.506848    0.787440
7      0.567832    0.483188    0.772947
8      0.562421    0.466557    0.801932
9      0.558033    0.415620    0.821256
10     0.531280    0.469429    0.816425
11     0.530059    0.398843    0.811594
12     0.526772    0.394261    0.845411
13     0.516916    0.402593    0.879227
14     0.532166    0.372818    0.840580
15     0.498754    0.375198    0.859903
16     0.493197    0.362475    0.835749
17     0.447508    0.369773    0.835749
18     0.477095    0.374131    0.830918
19     0.482748    0.360494    0.826087
20     0.447345    0.339016    0.859903
epoch  train_loss  valid_loss  accuracy
1      0.695172    0.698103    0.492754
2      0.646430    0.640297    0.599034
3      0.682236    0.607423    0.714976
4      0.692481    0.575037    0.758454
epoch  train_loss  valid_loss  accuracy
1      0.639483    0.596437    0.714976
2      0.657236    0.563326    0.743961
3      0.652682    0.519756    0.782609
4      0.604709    0.514419    0.792271
5      0.603745    0.502543    0.816425
6      0.602817    0.497083    0.821256
7      0.575459    0.523997    0.811594
8      0.544936    0.486778    0.821256
9      0.540580    0.496220    0.801932
10     0.564059    0.454785    0.806763
11     0.501108    0.473533    0.835749
12     0.541484    0.413105    0.801932
13     0.510204    0.438281    0.830918
14     0.501237    0.416108    0.835749
15     0.496053    0.398748    0.850242
16     0.453978    0.419701    0.855072
17     0.463763    0.380998    0.864734
18     0.449714    0.349731    0.869565
19     0.383063    0.353596    0.859903
20     0.397513    0.345063    0.884058
epoch  train_loss  valid_loss  accuracy
1      0.669907    0.708380    0.468599
2      0.639963    0.632031    0.632850
3      0.654559    0.603905    0.753623
4      0.619418    0.606607    0.642512
epoch  train_loss  valid_loss  accuracy
1      0.671658    0.502017    0.753623
2      0.598207    0.549182    0.777778
3      0.582532    0.490658    0.787440
4      0.600767    0.486580    0.739130
5      0.605762    0.482330    0.787440
6      0.593036    0.459908    0.821256
7      0.600309    0.456480    0.850242
8      0.574656    0.458125    0.806763
9      0.547331    0.443521    0.826087
10     0.535130    0.420999    0.840580
11     0.527381    0.412837    0.869565
12     0.504364    0.406172    0.859903
13     0.522982    0.383480    0.864734
14     0.510404    0.390813    0.869565
15     0.470699    0.379668    0.830918
16     0.454070    0.358935    0.869565
17     0.456258    0.362094    0.869565
18     0.477781    0.341490    0.850242
19     0.451904    0.339984    0.884058
20     0.422864    0.342994    0.855072
total elapsed time: 00:07:49

SIMPLE-AWD-Finetuned-Nidia: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.720752    0.670710    0.613527
2      0.664136    0.634849    0.681159
3      0.645124    0.645362    0.666667
4      0.633003    0.590339    0.710145
epoch  train_loss  valid_loss  accuracy
1      0.673147    0.562738    0.724638
2      0.581550    0.581405    0.719807
3      0.608084    0.595490    0.710145
4      0.611214    0.568309    0.710145
5      0.608979    0.549682    0.719807
6      0.569340    0.543254    0.719807
7      0.590160    0.536668    0.734300
8      0.572660    0.533075    0.714976
9      0.566565    0.518542    0.724638
10     0.526729    0.512433    0.724638
11     0.540997    0.488585    0.743961
12     0.553310    0.464677    0.758454
13     0.499069    0.486154    0.739130
14     0.524827    0.438929    0.806763
15     0.540473    0.440238    0.787440
16     0.526743    0.452091    0.782609
17     0.493035    0.454864    0.787440
18     0.533066    0.476595    0.758454
19     0.524012    0.429847    0.792271
20     0.474257    0.422962    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.719288    0.639797    0.676328
2      0.620523    0.657737    0.618357
3      0.657312    0.602375    0.739130
4      0.654324    0.602300    0.695652
epoch  train_loss  valid_loss  accuracy
1      0.626435    0.553636    0.734300
2      0.649034    0.559685    0.743961
3      0.606131    0.587084    0.734300
4      0.589860    0.566453    0.739130
5      0.620811    0.524749    0.777778
6      0.567677    0.566950    0.768116
7      0.573765    0.506216    0.787440
8      0.578254    0.476878    0.797101
9      0.557961    0.495834    0.811594
10     0.573453    0.448462    0.801932
11     0.525022    0.457785    0.797101
12     0.559210    0.474067    0.816425
13     0.552987    0.461264    0.797101
14     0.551632    0.437489    0.811594
15     0.547629    0.435464    0.797101
16     0.550058    0.437084    0.787440
17     0.512256    0.426342    0.806763
18     0.534241    0.427007    0.811594
19     0.515687    0.430792    0.806763
20     0.499735    0.425959    0.806763
epoch  train_loss  valid_loss  accuracy
1      0.700081    0.681008    0.560386
2      0.649414    0.628763    0.632850
3      0.623948    0.605142    0.690821
4      0.643191    0.598430    0.700483
epoch  train_loss  valid_loss  accuracy
1      0.592833    0.595841    0.710145
2      0.606185    0.577340    0.772947
3      0.559240    0.581299    0.768116
4      0.577122    0.531285    0.772947
5      0.591623    0.516506    0.763285
6      0.593245    0.502516    0.763285
7      0.552670    0.502418    0.758454
8      0.538674    0.481779    0.739130
9      0.515432    0.505790    0.743961
10     0.516630    0.491807    0.806763
11     0.508492    0.490656    0.806763
12     0.525631    0.467933    0.748792
13     0.485071    0.494361    0.772947
14     0.536952    0.463775    0.763285
15     0.514029    0.459990    0.777778
16     0.485531    0.471378    0.801932
17     0.489190    0.472583    0.801932
18     0.484912    0.458125    0.782609
19     0.462008    0.473860    0.792271
20     0.448740    0.450324    0.782609
epoch  train_loss  valid_loss  accuracy
1      0.734080    0.661249    0.603865
2      0.710628    0.557821    0.739130
3      0.693228    0.601045    0.690821
4      0.681241    0.586112    0.729469
epoch  train_loss  valid_loss  accuracy
1      0.650176    0.555437    0.724638
2      0.600441    0.586456    0.729469
3      0.618998    0.545237    0.758454
4      0.624006    0.528202    0.729469
5      0.597476    0.571070    0.724638
6      0.575786    0.555085    0.743961
7      0.564898    0.505858    0.734300
8      0.593213    0.496962    0.758454
9      0.564272    0.521950    0.763285
10     0.541770    0.493707    0.763285
11     0.554673    0.471611    0.739130
12     0.555424    0.517200    0.792271
13     0.579525    0.464591    0.787440
14     0.531699    0.467873    0.806763
15     0.561347    0.428453    0.782609
16     0.548075    0.429513    0.787440
17     0.520482    0.447434    0.835749
18     0.532942    0.415451    0.811594
19     0.524536    0.422664    0.787440
20     0.510893    0.413925    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.666024    0.634778    0.681159
2      0.660503    0.625178    0.661836
3      0.626194    0.603774    0.690821
4      0.585664    0.611985    0.700483
epoch  train_loss  valid_loss  accuracy
1      0.647284    0.598086    0.719807
2      0.598738    0.610543    0.700483
3      0.607472    0.584374    0.724638
4      0.601842    0.566697    0.734300
5      0.589371    0.544817    0.739130
6      0.553017    0.542867    0.734300
7      0.582102    0.514872    0.739130
8      0.563394    0.533308    0.739130
9      0.528852    0.528939    0.768116
10     0.499755    0.509270    0.753623
11     0.468712    0.509225    0.739130
12     0.543801    0.504722    0.753623
13     0.561486    0.491704    0.763285
14     0.520783    0.506912    0.748792
15     0.489103    0.489937    0.758454
16     0.494359    0.454115    0.787440
17     0.473187    0.451247    0.787440
18     0.504622    0.455695    0.768116
19     0.498489    0.438098    0.816425
20     0.502789    0.451404    0.787440
total elapsed time: 00:12:18

AWD: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.716880    0.676732    0.705314
2      0.714316    0.606907    0.777778
3      0.702597    0.694265    0.473430
4      0.689234    0.613607    0.710145
5      0.673411    0.644982    0.637681
6      0.679363    0.637330    0.685990
7      0.643968    0.602891    0.714976
8      0.601225    0.601740    0.705314
9      0.584862    0.564909    0.714976
10     0.561243    0.502068    0.758454
11     0.545092    0.793055    0.589372
12     0.528299    0.443788    0.792271
13     0.531250    0.519377    0.763285
14     0.445710    0.427407    0.821256
15     0.483465    0.588547    0.710145
16     0.495611    0.536359    0.763285
17     0.474460    0.479293    0.777778
18     0.464489    0.449113    0.768116
19     0.457962    0.429846    0.816425
20     0.452722    0.558292    0.748792
epoch  train_loss  valid_loss  accuracy
1      0.706334    0.685211    0.685990
2      0.676720    0.684637    0.623188
3      0.688671    0.707887    0.492754
4      0.679394    0.595220    0.739130
5      0.649357    0.860838    0.391304
6      0.622000    0.644446    0.632850
7      0.624898    0.623804    0.729469
8      0.611335    0.480612    0.753623
9      0.560634    0.465359    0.845411
10     0.542345    0.628175    0.652174
11     0.532496    0.757972    0.574879
12     0.519237    0.473874    0.782609
13     0.514450    0.642068    0.671498
14     0.520844    0.505608    0.797101
15     0.487061    0.551194    0.772947
16     0.468908    0.429353    0.821256
17     0.434050    0.411275    0.830918
18     0.436737    0.414399    0.816425
19     0.412701    0.423174    0.792271
20     0.432846    0.514760    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.720238    0.647501    0.685990
2      0.693178    0.736227    0.415459
3      0.697698    0.759491    0.347826
4      0.663611    0.719981    0.463768
5      0.645501    0.793354    0.314010
6      0.654733    0.744959    0.396135
7      0.627378    0.836592    0.405797
8      0.611078    0.805555    0.420290
9      0.564129    0.630780    0.719807
10     0.578694    0.500297    0.768116
11     0.544219    0.547331    0.719807
12     0.495651    0.486519    0.768116
13     0.453500    0.459592    0.811594
14     0.445250    1.248308    0.454106
15     0.454751    0.438974    0.782609
16     0.419246    0.483060    0.758454
17     0.467143    0.473236    0.768116
18     0.488668    0.372716    0.826087
19     0.421499    0.435180    0.835749
20     0.403008    0.447739    0.826087
epoch  train_loss  valid_loss  accuracy
1      0.664356    0.674580    0.685990
2      0.605323    0.689796    0.468599
3      0.651395    0.517931    0.797101
4      0.620917    0.629087    0.570048
5      0.612748    0.488067    0.840580
6      0.625267    0.461592    0.845411
7      0.573031    0.452299    0.801932
8      0.524563    0.512251    0.777778
9      0.565523    0.471315    0.797101
10     0.523616    0.445968    0.777778
11     0.482521    0.469938    0.700483
12     0.492294    0.474620    0.739130
13     0.451532    0.464094    0.772947
14     0.471210    0.542492    0.724638
15     0.458010    0.463872    0.782609
16     0.477590    0.541185    0.743961
17     0.436655    0.543548    0.724638
18     0.398294    0.455412    0.787440
19     0.417955    0.436897    0.782609
20     0.420316    0.507372    0.777778
epoch  train_loss  valid_loss  accuracy
1      0.688510    0.668688    0.685990
2      0.613583    0.707306    0.536232
3      0.596347    0.707364    0.497585
4      0.567223    0.735106    0.623188
5      0.592800    0.609633    0.690821
6      0.582697    0.626888    0.690821
7      0.554990    0.538042    0.768116
8      0.554604    0.566862    0.729469
9      0.536178    0.459870    0.797101
10     0.530625    0.482696    0.768116
11     0.508848    0.480075    0.782609
12     0.507716    0.565693    0.714976
13     0.468498    0.511287    0.729469
14     0.474786    0.737880    0.589372
15     0.474303    0.492417    0.758454
16     0.448251    1.724180    0.492754
17     0.427934    0.469105    0.743961
18     0.394914    0.506423    0.748792
19     0.394970    0.431592    0.797101
20     0.394241    0.426250    0.797101
total elapsed time: 00:42:21

AWD-Pretrained-Wiki: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.730551    0.684717    0.603865
2      0.703301    0.690640    0.526570
3      0.678862    0.715682    0.483092
4      0.680930    0.717911    0.454106
epoch  train_loss  valid_loss  accuracy
1      0.668454    0.748583    0.420290
2      0.663283    0.743496    0.420290
3      0.646805    0.751080    0.444444
4      0.644853    0.726512    0.449275
5      0.655567    0.706535    0.492754
6      0.646564    0.735753    0.473430
7      0.644293    0.752362    0.410628
8      0.655403    0.665145    0.666667
9      0.620703    0.723343    0.473430
10     0.628311    0.661078    0.613527
11     0.634178    0.639920    0.661836
12     0.595356    0.610015    0.690821
13     0.574252    0.621374    0.642512
14     0.603879    0.624216    0.657005
15     0.567975    0.667573    0.589372
16     0.591611    0.609848    0.647343
17     0.600603    0.606567    0.652174
18     0.596597    0.601121    0.652174
19     0.625722    0.556648    0.714976
20     0.616982    0.579128    0.685990
epoch  train_loss  valid_loss  accuracy
1      0.673512    0.741882    0.473430
2      0.686015    0.725384    0.521739
3      0.649432    0.738060    0.536232
4      0.642173    0.820070    0.444444
epoch  train_loss  valid_loss  accuracy
1      0.636187    0.743359    0.473430
2      0.633601    0.799945    0.386473
3      0.640498    0.723532    0.497585
4      0.631409    0.804730    0.410628
5      0.604670    0.844854    0.376812
6      0.609560    0.904441    0.439614
7      0.587907    0.733504    0.531401
8      0.603724    0.772723    0.570048
9      0.625113    0.666543    0.652174
10     0.598662    0.689106    0.570048
11     0.634551    0.615103    0.657005
12     0.632901    0.689132    0.531401
13     0.594405    0.667669    0.570048
14     0.575967    0.673250    0.603865
15     0.613292    0.555696    0.700483
16     0.608122    0.566109    0.681159
17     0.591757    0.628487    0.608696
18     0.575868    0.566598    0.676328
19     0.571956    0.577956    0.661836
20     0.569173    0.553541    0.700483
epoch  train_loss  valid_loss  accuracy
1      0.727673    0.741233    0.425121
2      0.704820    0.745674    0.415459
3      0.687923    0.740208    0.502415
4      0.677802    0.766067    0.405797
epoch  train_loss  valid_loss  accuracy
1      0.646638    0.750371    0.439614
2      0.676442    0.691509    0.579710
3      0.633314    0.792404    0.400966
4      0.645114    0.757816    0.415459
5      0.633428    0.708870    0.492754
6      0.610328    0.710044    0.497585
7      0.610328    0.706740    0.526570
8      0.593305    0.724860    0.507246
9      0.594721    0.710217    0.565217
10     0.585844    0.671137    0.589372
11     0.615868    0.630703    0.657005
12     0.592125    0.666131    0.565217
13     0.625636    0.654198    0.690821
14     0.571785    0.704276    0.516908
15     0.604619    0.615037    0.676328
16     0.603744    0.632754    0.652174
17     0.592536    0.603008    0.676328
18     0.623944    0.600547    0.695652
19     0.599412    0.604813    0.690821
20     0.578291    0.614393    0.652174
epoch  train_loss  valid_loss  accuracy
1      0.679793    0.726735    0.463768
2      0.693667    0.712936    0.502415
3      0.683352    0.749931    0.487923
4      0.650215    0.787304    0.386473
epoch  train_loss  valid_loss  accuracy
1      0.661501    0.800888    0.415459
2      0.657001    0.786338    0.473430
3      0.642478    0.793497    0.415459
4      0.638177    0.785746    0.454106
5      0.596154    0.785007    0.400966
6      0.649963    0.712637    0.579710
7      0.607878    0.725150    0.516908
8      0.616623    0.700391    0.550725
9      0.602044    0.706804    0.555556
10     0.607311    0.722370    0.545894
11     0.625741    0.663086    0.584541
12     0.608094    0.636676    0.647343
13     0.618696    0.618761    0.652174
14     0.585822    0.675312    0.589372
15     0.570211    0.695179    0.560386
16     0.607862    0.652946    0.666667
17     0.586686    0.652952    0.642512
18     0.584862    0.665962    0.623188
19     0.569200    0.646499    0.632850
20     0.556474    0.653729    0.623188
epoch  train_loss  valid_loss  accuracy
1      0.682373    0.718326    0.463768
2      0.671383    0.732537    0.468599
3      0.655302    0.780417    0.400966
4      0.675243    0.709353    0.623188
epoch  train_loss  valid_loss  accuracy
1      0.656896    0.695977    0.565217
2      0.630687    0.688920    0.560386
3      0.611085    0.656716    0.584541
4      0.600506    0.683021    0.579710
5      0.598864    0.679397    0.574879
6      0.626783    0.662975    0.632850
7      0.618913    0.642888    0.632850
8      0.610709    0.622125    0.628019
9      0.627929    0.610864    0.690821
10     0.615028    0.599115    0.647343
11     0.631147    0.597192    0.710145
12     0.590799    0.602397    0.661836
13     0.591719    0.599374    0.705314
14     0.580547    0.598124    0.666667
15     0.581246    0.610931    0.681159
16     0.580692    0.606454    0.657005
17     0.593573    0.608513    0.695652
18     0.567701    0.586516    0.695652
19     0.557144    0.588196    0.666667
20     0.551089    0.539287    0.690821
total elapsed time: 01:15:43

AWD-Finetuned-Autopsy: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.716574    0.596151    0.734300
2      0.706969    0.563244    0.719807
3      0.667634    0.533716    0.743961
4      0.641668    0.529281    0.782609
epoch  train_loss  valid_loss  accuracy
1      0.608593    0.471955    0.816425
2      0.607141    0.475312    0.816425
3      0.545745    0.444819    0.811594
4      0.526369    0.429901    0.864734
5      0.540880    0.409834    0.855072
6      0.533763    0.392853    0.864734
7      0.513506    0.416216    0.874396
8      0.456657    0.400861    0.884058
9      0.473763    0.338547    0.884058
10     0.428631    0.406279    0.850242
11     0.390020    0.335673    0.888889
12     0.426484    0.332391    0.888889
13     0.418179    0.322125    0.888889
14     0.406170    0.296219    0.888889
15     0.406961    0.301823    0.888889
16     0.380710    0.320005    0.879227
17     0.412788    0.294416    0.893720
18     0.417823    0.294730    0.903382
19     0.382672    0.350219    0.888889
20     0.378957    0.299040    0.893720
epoch  train_loss  valid_loss  accuracy
1      0.605929    0.574220    0.758454
2      0.611011    0.572215    0.719807
3      0.620434    0.579586    0.739130
4      0.589188    0.562800    0.748792
epoch  train_loss  valid_loss  accuracy
1      0.574698    0.546843    0.787440
2      0.581993    0.484600    0.816425
3      0.533804    0.464094    0.835749
4      0.507944    0.479403    0.821256
5      0.506327    0.411891    0.845411
6      0.521789    0.392455    0.850242
7      0.482377    0.458244    0.821256
8      0.499679    0.383757    0.859903
9      0.462445    0.391427    0.859903
10     0.434121    0.359210    0.884058
11     0.398212    0.359187    0.879227
12     0.376500    0.343541    0.893720
13     0.382063    0.335503    0.864734
14     0.344356    0.333490    0.874396
15     0.355600    0.310557    0.903382
16     0.313464    0.293405    0.893720
17     0.284555    0.350810    0.869565
18     0.317654    0.385105    0.845411
19     0.302877    0.305869    0.908213
20     0.275628    0.281136    0.893720
epoch  train_loss  valid_loss  accuracy
1      0.712577    0.599499    0.705314
2      0.658781    0.585496    0.685990
3      0.638476    0.519905    0.768116
4      0.616085    0.607990    0.652174
epoch  train_loss  valid_loss  accuracy
1      0.649642    0.492993    0.787440
2      0.574432    0.449847    0.835749
3      0.598424    0.440830    0.835749
4      0.564631    0.474882    0.845411
5      0.535051    0.454365    0.826087
6      0.515216    0.414425    0.850242
7      0.453119    0.453976    0.811594
8      0.508246    0.345315    0.879227
9      0.490588    0.323777    0.874396
10     0.423083    0.368202    0.855072
11     0.400597    0.360989    0.869565
12     0.403132    0.341836    0.864734
13     0.423848    0.310667    0.884058
14     0.418451    0.334602    0.893720
15     0.347519    0.287698    0.888889
16     0.338988    0.276627    0.903382
17     0.337534    0.321132    0.879227
18     0.337416    0.318863    0.874396
19     0.331068    0.309347    0.888889
20     0.344353    0.296721    0.888889
epoch  train_loss  valid_loss  accuracy
1      0.608489    0.609599    0.603865
2      0.652675    0.563075    0.710145
3      0.617997    0.568354    0.700483
4      0.597220    0.547800    0.739130
epoch  train_loss  valid_loss  accuracy
1      0.571721    0.492666    0.787440
2      0.575204    0.474716    0.806763
3      0.553549    0.471400    0.816425
4      0.527146    0.401234    0.840580
5      0.542562    0.396427    0.855072
6      0.523328    0.381443    0.845411
7      0.491892    0.350502    0.845411
8      0.427193    0.381138    0.859903
9      0.467301    0.343459    0.864734
10     0.462086    0.362448    0.859903
11     0.419707    0.343990    0.869565
12     0.422575    0.341233    0.888889
13     0.388831    0.365607    0.845411
14     0.374532    0.402761    0.850242
15     0.359080    0.340862    0.859903
16     0.374133    0.378535    0.845411
17     0.326578    0.300581    0.898551
18     0.329851    0.274460    0.893720
19     0.336361    0.310258    0.879227
20     0.296259    0.302956    0.888889
epoch  train_loss  valid_loss  accuracy
1      0.635965    0.593654    0.666667
2      0.654071    0.544155    0.724638
3      0.600223    0.578095    0.714976
4      0.614566    0.484537    0.768116
epoch  train_loss  valid_loss  accuracy
1      0.567038    0.437132    0.840580
2      0.526659    0.473567    0.811594
3      0.576951    0.418812    0.830918
4      0.559742    0.433942    0.859903
5      0.521388    0.388014    0.859903
6      0.486975    0.424692    0.850242
7      0.445339    0.409504    0.850242
8      0.449154    0.355327    0.893720
9      0.469899    0.347626    0.879227
10     0.471081    0.361014    0.879227
11     0.459135    0.344637    0.874396
12     0.400207    0.347529    0.879227
13     0.387183    0.343952    0.859903
14     0.361077    0.333496    0.864734
15     0.391160    0.359786    0.864734
16     0.361359    0.381382    0.859903
17     0.316940    0.323836    0.884058
18     0.351005    0.346760    0.864734
19     0.321059    0.364635    0.864734
20     0.297552    0.334388    0.869565
total elapsed time: 01:49:25

AWD-Finetuned-Nidia: drop=0.5 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.704269    0.673004    0.541063
2      0.668625    0.624933    0.623188
3      0.687644    0.658525    0.545894
4      0.646366    0.655784    0.570048
epoch  train_loss  valid_loss  accuracy
1      0.584530    0.601982    0.690821
2      0.600171    0.594759    0.724638
3      0.640838    0.576566    0.753623
4      0.609882    0.589128    0.719807
5      0.585118    0.570386    0.729469
6      0.566329    0.556083    0.743961
7      0.580492    0.526350    0.763285
8      0.564356    0.529720    0.787440
9      0.542389    0.539143    0.768116
10     0.556692    0.497929    0.768116
11     0.571579    0.500583    0.768116
12     0.537130    0.485715    0.748792
13     0.552174    0.448589    0.792271
14     0.517238    0.485775    0.777778
15     0.490481    0.511156    0.777778
16     0.494306    0.454713    0.792271
17     0.532306    0.453037    0.782609
18     0.564619    0.481461    0.768116
19     0.565093    0.508185    0.753623
20     0.514167    0.446230    0.787440
epoch  train_loss  valid_loss  accuracy
1      0.680838    0.626789    0.690821
2      0.604161    0.650150    0.628019
3      0.604287    0.610884    0.705314
4      0.612891    0.612444    0.710145
epoch  train_loss  valid_loss  accuracy
1      0.612066    0.599697    0.739130
2      0.568627    0.557729    0.763285
3      0.598475    0.540199    0.777778
4      0.585046    0.547010    0.792271
5      0.587595    0.508776    0.748792
6      0.579441    0.502068    0.748792
7      0.595635    0.478598    0.787440
8      0.577089    0.482684    0.772947
9      0.573035    0.501202    0.724638
10     0.547774    0.533550    0.763285
11     0.567547    0.485290    0.768116
12     0.527282    0.479770    0.792271
13     0.558366    0.449660    0.787440
14     0.571608    0.454854    0.806763
15     0.528530    0.428673    0.792271
16     0.526185    0.449970    0.792271
17     0.518943    0.426206    0.792271
18     0.513434    0.411002    0.787440
19     0.502487    0.427552    0.777778
20     0.528634    0.412470    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.679555    0.601771    0.710145
2      0.635655    0.602558    0.719807
3      0.637960    0.587306    0.724638
4      0.651013    0.594224    0.729469
epoch  train_loss  valid_loss  accuracy
1      0.637251    0.588287    0.724638
2      0.629477    0.578786    0.719807
3      0.613666    0.547479    0.748792
4      0.618541    0.486637    0.748792
5      0.574064    0.485184    0.826087
