
SIMPLE-AWD: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
epoch  train_loss  valid_loss  accuracy
1      0.618668    0.584079    0.734300
2      0.627269    0.539315    0.768116
3      0.584121    0.532789    0.734300
4      0.604968    0.526980    0.768116
epoch  train_loss  valid_loss  accuracy
1      0.637566    0.519036    0.777778
2      0.548477    0.468670    0.816425
3      0.555013    0.494799    0.816425
4      0.513135    0.476874    0.821256
5      0.555130    0.450236    0.845411
6      0.504087    0.441405    0.845411
7      0.525046    0.402301    0.859903
8      0.474022    0.399498    0.811594
9      0.480794    0.386956    0.850242
10     0.476048    0.371745    0.874396
11     0.494258    0.341175    0.879227
12     0.442447    0.369708    0.869565
13     0.445880    0.339174    0.888889
14     0.418072    0.333089    0.874396
15     0.418245    0.328370    0.888889
16     0.402738    0.319824    0.864734
17     0.401290    0.304853    0.888889
18     0.353835    0.300203    0.893720
19     0.389344    0.281938    0.898551
20     0.346212    0.289399    0.884058
total elapsed time: 00:08:12

SIMPLE-AWD-Finetuned-Nidia: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.652952    0.598313    0.792271
2      0.637375    0.567271    0.763285
3      0.625046    0.535473    0.739130
4      0.600922    0.548053    0.739130
epoch  train_loss  valid_loss  accuracy
1      0.551447    0.536178    0.777778
2      0.564831    0.550115    0.743961
3      0.547684    0.540688    0.729469
4      0.566743    0.499107    0.777778
5      0.578149    0.455344    0.801932
6      0.542553    0.505696    0.772947
7      0.522339    0.490001    0.787440
8      0.531217    0.461175    0.787440
9      0.559061    0.454153    0.777778
10     0.533548    0.451850    0.739130
11     0.520606    0.447253    0.782609
12     0.516745    0.449579    0.777778
13     0.542011    0.461121    0.753623
14     0.503176    0.427797    0.782609
15     0.493342    0.417664    0.816425
16     0.455607    0.420464    0.801932
17     0.492565    0.433796    0.801932
18     0.498994    0.423768    0.797101
19     0.455986    0.417463    0.816425
20     0.449350    0.413533    0.816425
epoch  train_loss  valid_loss  accuracy
1      0.707278    0.653444    0.628019
2      0.650671    0.642326    0.589372
3      0.674144    0.582781    0.714976
4      0.641812    0.623635    0.652174
epoch  train_loss  valid_loss  accuracy
1      0.644950    0.594168    0.719807
2      0.658425    0.563416    0.739130
3      0.621965    0.619572    0.681159
4      0.592994    0.570581    0.734300
5      0.562115    0.518685    0.758454
6      0.547021    0.604291    0.743961
7      0.518095    0.541804    0.758454
8      0.502786    0.510281    0.777778
9      0.540722    0.465781    0.777778
10     0.578910    0.441336    0.787440
11     0.573819    0.451628    0.801932
12     0.539473    0.444891    0.811594
13     0.526550    0.472776    0.801932
14     0.524527    0.461854    0.801932
15     0.499451    0.463094    0.816425
16     0.504875    0.454287    0.801932
17     0.480561    0.452699    0.811594
18     0.497957    0.422018    0.821256
19     0.495417    0.437054    0.787440
20     0.441539    0.423380    0.806763
epoch  train_loss  valid_loss  accuracy
1      0.654922    0.630188    0.657005
2      0.617578    0.583739    0.710145
3      0.624942    0.581956    0.729469
4      0.655867    0.605531    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.625440    0.543724    0.743961
2      0.625622    0.547361    0.748792
3      0.594121    0.552464    0.729469
4      0.613167    0.519341    0.787440
5      0.582109    0.535421    0.739130
6      0.524982    0.552445    0.753623
7      0.535081    0.542174    0.782609
8      0.525519    0.476013    0.777778
9      0.529475    0.491483    0.763285
10     0.506964    0.480440    0.763285
11     0.501283    0.461646    0.811594
12     0.508647    0.460534    0.811594
13     0.442754    0.481256    0.772947
14     0.434240    0.430389    0.792271
15     0.486985    0.424965    0.811594
16     0.468964    0.428996    0.792271
17     0.416902    0.399192    0.806763
18     0.417317    0.374441    0.830918
19     0.410222    0.378139    0.845411
20     0.378134    0.361105    0.835749
epoch  train_loss  valid_loss  accuracy
1      0.667756    0.629506    0.685990
2      0.609680    0.606495    0.695652
3      0.574643    0.580460    0.705314
4      0.547382    0.566638    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.610773    0.574780    0.714976
2      0.549959    0.569001    0.719807
3      0.562392    0.493824    0.748792
4      0.551821    0.520245    0.758454
5      0.577146    0.490703    0.763285
6      0.556667    0.499136    0.753623
7      0.487348    0.535859    0.748792
8      0.503670    0.479624    0.768116
9      0.544391    0.470184    0.772947
10     0.534002    0.455990    0.792271
11     0.465545    0.515694    0.782609
12     0.466148    0.425661    0.782609
13     0.497360    0.417026    0.787440
14     0.500328    0.407357    0.816425
15     0.493175    0.416028    0.816425
16     0.457014    0.436464    0.806763
17     0.451280    0.390140    0.830918
18     0.449563    0.382925    0.821256
19     0.442224    0.387253    0.835749
20     0.465207    0.406984    0.840580
epoch  train_loss  valid_loss  accuracy
1      0.707092    0.699700    0.425121
2      0.670880    0.700019    0.497585
3      0.652137    0.651943    0.637681
4      0.636071    0.668976    0.599034
epoch  train_loss  valid_loss  accuracy
1      0.661016    0.606414    0.700483
2      0.609429    0.606694    0.714976
3      0.622876    0.570120    0.734300
4      0.601649    0.625821    0.705314
5      0.565562    0.626798    0.681159
6      0.560966    0.556959    0.748792
7      0.594529    0.514638    0.758454
8      0.583410    0.524657    0.758454
9      0.532227    0.512110    0.772947
10     0.526986    0.470374    0.782609
11     0.543278    0.476800    0.792271
12     0.518660    0.497606    0.782609
13     0.528996    0.509348    0.797101
14     0.519198    0.470262    0.792271
15     0.488592    0.439714    0.806763
16     0.464441    0.455178    0.782609
17     0.492612    0.451377    0.792271
18     0.429683    0.466641    0.811594
19     0.469906    0.417484    0.787440
20     0.477064    0.432660    0.830918
total elapsed time: 00:12:48

AWD: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.708868    0.782609    0.314010
2      0.666211    0.750529    0.579710
3      0.658462    0.772030    0.599034
4      0.663485    0.922274    0.434783
5      0.635646    0.922775    0.458937
6      0.606744    0.793468    0.483092
7      0.625987    0.766104    0.705314
8      0.560629    1.165976    0.425121
9      0.555490    0.672149    0.753623
10     0.487393    0.705941    0.710145
11     0.493108    0.831166    0.550725
12     0.469932    0.564191    0.710145
13     0.487841    0.447492    0.777778
14     0.458268    0.651166    0.719807
15     0.452431    0.516621    0.748792
16     0.407938    1.566813    0.396135
17     0.405672    1.165716    0.685990
18     0.411565    0.696216    0.758454
19     0.347771    0.463808    0.777778
20     0.352711    0.704200    0.657005
epoch  train_loss  valid_loss  accuracy
1      0.688468    0.662934    0.685990
2      0.688971    0.628471    0.599034
3      0.644823    0.647418    0.536232
4      0.647451    0.581302    0.729469
5      0.643354    0.537320    0.787440
6      0.620558    0.492652    0.763285
7      0.568181    0.472330    0.811594
8      0.561530    0.530693    0.739130
9      0.541269    0.559902    0.739130
10     0.500753    0.620462    0.724638
11     0.449309    0.583345    0.719807
12     0.492267    0.898812    0.710145
13     0.461307    0.582622    0.729469
14     0.450061    0.515880    0.768116
15     0.414552    0.444982    0.801932
16     0.392786    0.443394    0.816425
17     0.392494    0.706268    0.748792
18     0.407020    0.582165    0.753623
19     0.389015    0.409226    0.792271
20     0.402390    0.870050    0.603865
epoch  train_loss  valid_loss  accuracy
1      0.663906    0.677809    0.719807
2      0.675869    0.571327    0.772947
3      0.646137    0.588033    0.690821
4      0.641858    0.514345    0.782609
5      0.629802    0.578589    0.700483
6      0.622604    0.605812    0.594203
7      0.592151    0.468672    0.792271
8      0.570134    0.617243    0.666667
9      0.533804    0.666017    0.724638
10     0.541635    1.620701    0.376812
11     0.487004    0.703564    0.705314
12     0.468951    0.735330    0.657005
13     0.425776    0.604662    0.739130
14     0.412611    2.487273    0.391304
15     0.442539    0.563074    0.753623
16     0.420834    0.532242    0.739130
17     0.410647    0.475587    0.782609
18     0.404887    0.494228    0.777778
19     0.392759    1.420448    0.685990
20     0.425834    0.620224    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.681302    0.651430    0.685990
2      0.633521    0.640062    0.647343
3      0.667155    0.535517    0.763285
4      0.628601    0.559275    0.801932
5      0.589722    0.475690    0.811594
6      0.555040    0.434461    0.830918
7      0.571046    0.459513    0.797101
8      0.531237    0.430097    0.850242
9      0.523974    1.260633    0.487923
10     0.478245    0.613009    0.690821
11     0.498381    0.660134    0.685990
12     0.459656    0.414796    0.840580
13     0.452888    0.391572    0.840580
14     0.407033    0.532860    0.763285
15     0.393324    0.405086    0.816425
16     0.390355    0.559733    0.748792
17     0.361574    0.605407    0.690821
18     0.385911    0.850104    0.676328
19     0.414731    0.373796    0.830918
20     0.366155    0.511545    0.797101
epoch  train_loss  valid_loss  accuracy
1      0.663846    0.678040    0.685990
2      0.620877    0.751000    0.371981
3      0.646868    0.779779    0.478261
4      0.617198    0.722139    0.599034
5      0.635813    0.778544    0.690821
6      0.613683    0.555004    0.753623
7      0.580690    0.552961    0.734300
8      0.548102    0.476996    0.811594
9      0.556321    0.598779    0.705314
10     0.572590    0.659533    0.671498
11     0.543671    0.597950    0.724638
12     0.494638    0.522930    0.763285
13     0.456440    0.426550    0.816425
14     0.443318    0.746996    0.599034
15     0.429130    0.602337    0.671498
16     0.424461    0.491385    0.792271
17     0.431627    0.488402    0.792271
18     0.402623    0.494471    0.768116
19     0.369097    0.438770    0.782609
20     0.362713    0.457429    0.801932
total elapsed time: 00:44:22

AWD-Pretrained-Wiki: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.704228    0.686163    0.526570
2      0.663226    0.663229    0.579710
3      0.667355    0.667234    0.536232
4      0.668139    0.684967    0.560386
epoch  train_loss  valid_loss  accuracy
1      0.616999    0.649816    0.632850
2      0.636069    0.687776    0.570048
3      0.656854    0.698165    0.632850
4      0.631966    0.676739    0.666667
5      0.597644    0.679352    0.599034
6      0.579760    0.649586    0.642512
7      0.603369    0.639974    0.632850
8      0.579201    0.584599    0.690821
9      0.562898    0.564227    0.710145
10     0.578212    0.520880    0.724638
11     0.594869    0.578731    0.719807
12     0.577127    0.573567    0.710145
13     0.569088    0.499221    0.758454
14     0.586380    0.537437    0.743961
15     0.533876    0.511498    0.724638
16     0.527761    0.526088    0.724638
17     0.566782    0.561585    0.758454
18     0.581878    0.527897    0.739130
19     0.557185    0.499337    0.743961
20     0.526171    0.445793    0.772947
epoch  train_loss  valid_loss  accuracy
1      0.669449    0.848602    0.275362
2      0.655995    0.814651    0.376812
3      0.623770    0.790543    0.396135
4      0.604707    0.779110    0.425121
epoch  train_loss  valid_loss  accuracy
1      0.607080    0.779270    0.420290
2      0.621642    0.758981    0.478261
3      0.621620    0.802360    0.400966
4      0.641515    0.694828    0.589372
5      0.585792    0.738147    0.458937
6      0.603040    0.629045    0.705314
7      0.602441    0.645621    0.666667
8      0.584571    0.672023    0.657005
9      0.616873    0.670463    0.710145
10     0.567441    0.590983    0.714976
11     0.576594    0.566952    0.724638
12     0.575372    0.526634    0.739130
13     0.571224    0.527756    0.734300
14     0.557746    0.565676    0.714976
15     0.547404    0.688343    0.681159
16     0.530473    0.615266    0.734300
17     0.517633    0.565814    0.729469
18     0.556737    0.445025    0.772947
19     0.558451    0.495019    0.787440
20     0.509329    0.479822    0.768116
epoch  train_loss  valid_loss  accuracy
1      0.699136    0.691279    0.531401
2      0.685562    0.704338    0.483092
3      0.661210    0.679254    0.589372
4      0.625915    0.688479    0.526570
epoch  train_loss  valid_loss  accuracy
1      0.610887    0.731814    0.444444
2      0.627083    0.650660    0.599034
3      0.611061    0.623183    0.705314
4      0.612315    0.658573    0.608696
5      0.622610    0.614069    0.690821
6      0.609461    0.593894    0.719807
7      0.610047    0.609903    0.700483
8      0.586111    0.613658    0.714976
9      0.578005    0.647787    0.690821
10     0.611112    0.602976    0.710145
11     0.581788    0.591758    0.734300
12     0.548006    0.573925    0.743961
13     0.520211    0.541767    0.739130
14     0.567474    0.535572    0.758454
15     0.556596    0.559493    0.724638
16     0.567519    0.532145    0.748792
17     0.570753    0.524492    0.758454
18     0.576041    0.547601    0.729469
19     0.528591    0.506846    0.758454
20     0.520803    0.472290    0.763285
epoch  train_loss  valid_loss  accuracy
1      0.700924    0.717034    0.526570
2      0.679921    0.711829    0.492754
3      0.648742    0.669433    0.594203
4      0.618297    0.671327    0.618357
epoch  train_loss  valid_loss  accuracy
1      0.594836    0.708231    0.594203
2      0.633788    0.633456    0.671498
3      0.610833    0.646308    0.642512
4      0.562590    0.652673    0.603865
5      0.585943    0.621376    0.676328
6      0.577630    0.619140    0.676328
7      0.572564    0.601736    0.676328
8      0.587612    0.607669    0.685990
9      0.575607    0.602519    0.685990
10     0.588529    0.654379    0.666667
11     0.583789    0.678998    0.637681
12     0.566918    0.694344    0.681159
13     0.521790    0.631210    0.695652
14     0.526017    0.590521    0.685990
15     0.536021    0.646786    0.700483
16     0.544419    0.630815    0.681159
17     0.530689    0.635430    0.661836
18     0.530084    0.623503    0.666667
19     0.558045    0.607108    0.705314
20     0.564726    0.560718    0.690821
epoch  train_loss  valid_loss  accuracy
1      0.676729    0.662872    0.603865
2      0.654150    0.690622    0.512077
3      0.640705    0.683000    0.541063
4      0.625085    0.660002    0.574879
epoch  train_loss  valid_loss  accuracy
1      0.639549    0.634588    0.637681
2      0.585298    0.635280    0.637681
3      0.590029    0.609750    0.666667
4      0.612213    0.639287    0.666667
5      0.602683    0.658778    0.690821
6      0.579181    0.678471    0.642512
7      0.601682    0.648150    0.695652
8      0.607325    0.644899    0.681159
9      0.569499    0.635071    0.681159
10     0.559209    0.666604    0.676328
11     0.576678    0.675090    0.690821
12     0.545156    0.658672    0.676328
13     0.570836    0.578359    0.695652
14     0.558402    0.560217    0.690821
15     0.571488    0.547468    0.695652
16     0.541535    0.625873    0.700483
17     0.536023    0.570759    0.700483
18     0.505593    0.584677    0.714976
19     0.542756    0.613605    0.695652
20     0.544351    0.543987    0.700483
total elapsed time: 01:18:15

AWD-Finetuned-Autopsy: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.647875    0.612262    0.671498
2      0.627224    0.527515    0.787440
3      0.650578    0.517007    0.797101
4      0.650027    0.505597    0.816425
epoch  train_loss  valid_loss  accuracy
1      0.565704    0.441261    0.821256
2      0.560007    0.425968    0.840580
3      0.522871    0.431030    0.845411
4      0.553406    0.482565    0.816425
5      0.522251    0.414937    0.859903
6      0.492077    0.440650    0.840580
7      0.452005    0.396637    0.840580
8      0.416396    0.359309    0.850242
9      0.372594    0.353885    0.864734
10     0.391299    0.357407    0.869565
11     0.367297    0.329910    0.874396
12     0.404462    0.350783    0.888889
13     0.357783    0.324493    0.898551
14     0.343543    0.336773    0.884058
15     0.345886    0.309982    0.874396
16     0.304976    0.345240    0.874396
17     0.317931    0.329369    0.869565
18     0.346042    0.350686    0.874396
19     0.262203    0.304534    0.879227
20     0.266090    0.304088    0.888889
epoch  train_loss  valid_loss  accuracy
1      0.601171    0.635411    0.579710
2      0.581861    0.618132    0.657005
3      0.607141    0.584573    0.671498
4      0.591951    0.592112    0.681159
epoch  train_loss  valid_loss  accuracy
1      0.562569    0.497253    0.792271
2      0.512861    0.443395    0.816425
3      0.529234    0.496572    0.782609
4      0.515792    0.419877    0.840580
5      0.464368    0.453920    0.821256
6      0.460941    0.461729    0.826087
7      0.456903    0.390694    0.855072
8      0.439975    0.412441    0.864734
9      0.440392    0.368242    0.869565
10     0.425854    0.433253    0.840580
11     0.412969    0.392824    0.859903
12     0.374294    0.347545    0.859903
13     0.367883    0.389494    0.845411
14     0.312540    0.378277    0.859903
15     0.290981    0.348659    0.850242
16     0.296349    0.339218    0.869565
17     0.327619    0.312265    0.869565
18     0.302941    0.295293    0.879227
19     0.317561    0.309512    0.869565
20     0.326959    0.285429    0.898551
epoch  train_loss  valid_loss  accuracy
1      0.681356    0.611155    0.763285
2      0.621991    0.580179    0.710145
3      0.635462    0.484139    0.772947
4      0.578215    0.546672    0.739130
epoch  train_loss  valid_loss  accuracy
1      0.605483    0.436728    0.840580
2      0.561914    0.447320    0.855072
3      0.523942    0.429858    0.845411
4      0.522802    0.401357    0.859903
5      0.516667    0.404342    0.855072
6      0.498650    0.356947    0.855072
7      0.483902    0.381907    0.864734
8      0.450869    0.371828    0.879227
9      0.457881    0.354857    0.869565
10     0.398363    0.325395    0.874396
11     0.361904    0.324560    0.869565
12     0.356648    0.342025    0.884058
13     0.315136    0.315849    0.879227
14     0.320180    0.321280    0.879227
15     0.345201    0.373348    0.855072
16     0.353516    0.306472    0.874396
17     0.298921    0.299602    0.874396
18     0.262915    0.325713    0.874396
19     0.306639    0.348050    0.879227
20     0.355649    0.355566    0.859903
epoch  train_loss  valid_loss  accuracy
1      0.662420    0.574295    0.714976
2      0.581856    0.544339    0.743961
3      0.597982    0.530560    0.768116
4      0.567683    0.507536    0.797101
epoch  train_loss  valid_loss  accuracy
1      0.559917    0.436200    0.821256
2      0.571340    0.446408    0.864734
3      0.539628    0.430604    0.859903
4      0.516528    0.369910    0.821256
5      0.497270    0.384901    0.850242
6      0.488898    0.374707    0.855072
7      0.425627    0.378997    0.869565
8      0.402961    0.329882    0.874396
9      0.367272    0.344422    0.845411
10     0.385108    0.364838    0.859903
11     0.377879    0.387584    0.845411
12     0.339973    0.317076    0.888889
13     0.381560    0.436851    0.811594
14     0.366502    0.330857    0.898551
15     0.354092    0.326502    0.893720
16     0.339832    0.308082    0.879227
17     0.328119    0.328932    0.879227
18     0.297866    0.279293    0.884058
19     0.277049    0.297669    0.879227
20     0.271064    0.290055    0.879227
epoch  train_loss  valid_loss  accuracy
1      0.673379    0.594271    0.748792
2      0.627271    0.567925    0.710145
3      0.606627    0.596764    0.705314
4      0.597238    0.529599    0.753623
epoch  train_loss  valid_loss  accuracy
1      0.601431    0.493914    0.811594
2      0.547395    0.469733    0.816425
3      0.524108    0.435961    0.830918
4      0.540107    0.410709    0.855072
5      0.507043    0.422738    0.874396
6      0.496934    0.372393    0.855072
7      0.461112    0.383565    0.855072
8      0.412447    0.362485    0.869565
9      0.436208    0.412601    0.864734
10     0.371726    0.346912    0.888889
11     0.385727    0.372820    0.859903
12     0.363916    0.387763    0.850242
13     0.406967    0.332151    0.869565
14     0.405759    0.349001    0.874396
15     0.382682    0.325735    0.884058
16     0.366399    0.355435    0.850242
17     0.300371    0.342423    0.869565
18     0.320159    0.323482    0.869565
19     0.296011    0.337195    0.859903
20     0.311563    0.301169    0.884058
total elapsed time: 01:52:30

AWD-Finetuned-Nidia: drop=0.3 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.647050    0.656374    0.652174
2      0.667676    0.575974    0.714976
3      0.646674    0.572286    0.729469
4      0.613131    0.589919    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.569359    0.582731    0.719807
2      0.560594    0.560595    0.772947
3      0.549606    0.544557    0.763285
4      0.571910    0.534207    0.763285
5      0.586194    0.489939    0.758454
6      0.529396    0.461158    0.797101
7      0.512174    0.455315    0.792271
8      0.482353    0.465946    0.787440
9      0.474578    0.437329    0.801932
10     0.469050    0.470492    0.811594
11     0.500590    0.410304    0.811594
12     0.482325    0.380319    0.811594
13     0.498510    0.388669    0.840580
14     0.481564    0.427031    0.830918
15     0.423490    0.409659    0.821256
16     0.424583    0.384106    0.816425
17     0.426092    0.381307    0.840580
18     0.377363    0.402073    0.821256
19     0.398105    0.393224    0.816425
20     0.431766    0.362975    0.826087
epoch  train_loss  valid_loss  accuracy
1      0.646979    0.626951    0.671498
2      0.601415    0.629801    0.628019
3      0.626525    0.605215    0.666667
4      0.619158    0.573960    0.705314
epoch  train_loss  valid_loss  accuracy
1      0.563664    0.534327    0.763285
2      0.599072    0.552370    0.763285
3      0.576507    0.551050    0.748792
4      0.567859    0.521628    0.763285
5      0.568405    0.515469    0.758454
6      0.521061    0.514287    0.748792
7      0.522318    0.481319    0.806763
8      0.530657    0.499639    0.777778
9      0.499183    0.508530    0.768116
10     0.518509    0.500199    0.772947
11     0.527020    0.473876    0.768116
12     0.512649    0.441613    0.806763
13     0.511457    0.450188    0.772947
14     0.483961    0.379181    0.840580
15     0.428812    0.405424    0.801932
16     0.479928    0.405168    0.792271
17     0.492980    0.391853    0.855072
18     0.419171    0.378947    0.859903
19     0.442884    0.386374    0.816425
20     0.434068    0.378253    0.845411
epoch  train_loss  valid_loss  accuracy
1      0.681286    0.644692    0.661836
2      0.703317    0.686285    0.719807
3      0.683436    0.639289    0.661836
4      0.636365    0.639353    0.623188
epoch  train_loss  valid_loss  accuracy
1      0.612774    0.590567    0.695652
2      0.629891    0.589873    0.734300
3      0.588641    0.549562    0.768116
4      0.595905    0.546046    0.782609
5      0.575090    0.495684    0.777778
