
SIMPLE-AWD: drop=0.1 lr=0.0001
epoch  train_loss  valid_loss  accuracy
16     0.397875    0.346536    0.850242
17     0.370583    0.386255    0.850242
18     0.401139    0.313218    0.869565
19     0.334388    0.330186    0.855072
20     0.303406    0.304449    0.864734
epoch  train_loss  valid_loss  accuracy
1      0.648838    0.758150    0.468599
2      0.663460    0.634134    0.589372
3      0.673769    0.564102    0.729469
4      0.655553    0.603961    0.666667
epoch  train_loss  valid_loss  accuracy
1      0.561544    0.728575    0.516908
2      0.596702    0.555541    0.734300
3      0.554724    0.556556    0.748792
4      0.548788    0.577709    0.729469
5      0.530913    0.514079    0.768116
6      0.541498    0.528681    0.758454
7      0.477268    0.488142    0.797101
8      0.487713    0.471836    0.816425
9      0.521493    0.438377    0.777778
10     0.511600    0.419693    0.821256
11     0.466460    0.468855    0.797101
12     0.462841    0.430152    0.830918
13     0.407625    0.416721    0.811594
14     0.382726    0.376544    0.835749
15     0.434625    0.384628    0.830918
16     0.421518    0.368509    0.830918
17     0.427322    0.398673    0.830918
18     0.349768    0.387950    0.826087
19     0.372291    0.392875    0.850242
20     0.379206    0.383403    0.830918
epoch  train_loss  valid_loss  accuracy
1      0.638915    0.660472    0.599034
2      0.625346    0.616136    0.690821
3      0.584826    0.601425    0.710145
4      0.591554    0.605577    0.710145
epoch  train_loss  valid_loss  accuracy
1      0.611638    0.549161    0.753623
2      0.545676    0.606567    0.729469
3      0.530910    0.539757    0.782609
4      0.522645    0.544255    0.777778
5      0.520345    0.477589    0.777778
6      0.521159    0.482550    0.811594
7      0.522629    0.435637    0.768116
8      0.521372    0.479338    0.816425
9      0.455211    0.447739    0.768116
10     0.432563    0.416493    0.797101
11     0.410244    0.436678    0.835749
12     0.449893    0.371875    0.855072
13     0.438135    0.441806    0.806763
14     0.390886    0.395507    0.826087
15     0.390927    0.397901    0.859903
16     0.350707    0.391462    0.850242
17     0.396070    0.404848    0.850242
18     0.355544    0.404210    0.830918
19     0.323620    0.631179    0.743961
20     0.375619    0.363689    0.835749
epoch  train_loss  valid_loss  accuracy
1      0.708043    0.737954    0.429952
2      0.646884    0.692492    0.516908
3      0.647570    0.672338    0.579710
4      0.651216    0.649971    0.632850
epoch  train_loss  valid_loss  accuracy
1      0.616701    0.634377    0.647343
2      0.608966    0.638463    0.652174
3      0.610252    0.555790    0.772947
4      0.617256    0.539954    0.777778
5      0.573890    0.568581    0.748792
6      0.508682    0.501776    0.787440
7      0.517900    0.467071    0.826087
8      0.508490    0.494928    0.782609
9      0.494580    0.446613    0.816425
10     0.505496    0.398460    0.840580
11     0.500576    0.389584    0.855072
12     0.467279    0.434919    0.821256
13     0.444144    0.406370    0.830918
14     0.388277    0.369143    0.859903
15     0.401356    0.480398    0.806763
16     0.408643    0.463432    0.806763
17     0.358632    0.424595    0.816425
18     0.354868    0.358465    0.864734
19     0.364265    0.352718    0.879227
20     0.364027    0.427720    0.816425
epoch  train_loss  valid_loss  accuracy
1      0.688422    0.718114    0.487923
2      0.669902    0.631956    0.613527
3      0.636820    0.609883    0.637681
4      0.623874    0.579153    0.676328
epoch  train_loss  valid_loss  accuracy
1      0.620741    0.590192    0.700483
2      0.616349    0.517997    0.792271
3      0.621618    0.480840    0.792271
4      0.578459    0.474164    0.830918
5      0.508277    0.554109    0.753623
6      0.536865    0.454084    0.835749
7      0.514232    0.434730    0.816425
8      0.494296    0.402630    0.835749
9      0.441947    0.488744    0.806763
10     0.477422    0.557097    0.772947
11     0.477493    0.375247    0.859903
12     0.486605    0.529644    0.787440
13     0.420575    0.368446    0.859903
14     0.430741    0.419733    0.830918
15     0.440727    0.415234    0.840580
16     0.438034    0.370835    0.859903
17     0.401357    0.326888    0.845411
18     0.389632    0.329168    0.845411
19     0.341094    0.319112    0.850242
20     0.345193    0.327440    0.869565
total elapsed time: 00:12:12

AWD: drop=0.1 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.683542    0.614565    0.685990
2      0.622200    0.503651    0.835749
3      0.626222    0.569474    0.681159
4      0.613719    0.657592    0.628019
5      0.589933    0.641761    0.618357
6      0.557760    0.557079    0.700483
7      0.510507    1.205698    0.439614
8      0.528284    0.502992    0.768116
9      0.437407    0.503038    0.787440
10     0.435918    0.508555    0.782609
11     0.410058    0.490657    0.748792
12     0.399221    0.877999    0.555556
13     0.423647    0.506060    0.782609
14     0.357376    1.091335    0.685990
15     0.403721    0.840799    0.685990
16     0.406143    0.636529    0.690821
17     0.371440    0.378706    0.845411
18     0.356295    1.417089    0.434783
19     0.361798    0.960680    0.521739
20     0.404988    0.446714    0.797101
epoch  train_loss  valid_loss  accuracy
1      0.699571    0.742541    0.314010
2      0.702000    0.779908    0.565217
3      0.670831    0.652065    0.637681
4      0.654599    1.139760    0.690821
5      0.617642    0.876305    0.497585
6      0.600110    0.934494    0.410628
7      0.550666    0.919595    0.536232
8      0.542110    0.834512    0.574879
9      0.521810    1.270830    0.719807
10     0.454183    0.797366    0.710145
11     0.454571    0.726057    0.710145
12     0.477327    0.926686    0.724638
13     0.412466    0.553119    0.753623
14     0.429774    0.695186    0.695652
15     0.434875    0.826626    0.700483
16     0.392759    0.614147    0.729469
17     0.368983    0.858193    0.705314
18     0.377177    0.959690    0.570048
19     0.332314    0.529269    0.758454
20     0.300262    0.627180    0.763285
epoch  train_loss  valid_loss  accuracy
1      0.711748    0.719576    0.183575
2      0.647088    0.752848    0.357488
3      0.633615    0.948392    0.386473
4      0.638571    0.699077    0.690821
5      0.594325    1.009914    0.396135
6      0.520667    0.754319    0.584541
7      0.497948    0.654469    0.671498
8      0.455512    0.525133    0.758454
9      0.438014    0.739272    0.690821
10     0.437415    0.815747    0.695652
11     0.467316    2.671164    0.314010
12     0.412915    0.611405    0.724638
13     0.402358    0.571853    0.748792
14     0.379803    0.640292    0.743961
15     0.357368    0.597673    0.729469
16     0.367913    0.484104    0.787440
17     0.385750    0.581375    0.763285
18     0.369235    0.579021    0.768116
19     0.352342    0.573951    0.739130
20     0.326372    0.908761    0.695652
epoch  train_loss  valid_loss  accuracy
1      0.673453    0.664715    0.685990
2      0.663437    0.654603    0.599034
3      0.644888    0.580793    0.705314
4      0.620158    0.768175    0.516908
5      0.560245    0.527512    0.763285
6      0.573102    0.579325    0.729469
7      0.550338    0.511558    0.739130
8      0.491169    0.520475    0.743961
9      0.490986    3.097741    0.314010
10     0.474093    0.638269    0.676328
11     0.458912    0.512523    0.787440
12     0.402930    0.515266    0.768116
13     0.424995    0.842722    0.579710
14     0.375537    0.682007    0.700483
15     0.371274    0.508113    0.777778
16     0.353122    2.349791    0.338164
17     0.344773    1.512185    0.396135
18     0.356044    0.438678    0.797101
19     0.338784    0.454536    0.821256
20     0.292393    0.506576    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.679276    0.812450    0.314010
2      0.666100    0.687285    0.690821
3      0.646981    0.718421    0.454106
4      0.602264    0.427674    0.806763
5      0.579243    0.889163    0.439614
6      0.579625    0.450324    0.787440
7      0.560536    0.593111    0.753623
8      0.510466    0.991454    0.434783
9      0.490212    0.566528    0.739130
10     0.424454    0.812536    0.560386
11     0.400584    0.856072    0.685990
12     0.410083    1.151358    0.391304
13     0.407401    0.434440    0.792271
14     0.417194    0.383685    0.826087
15     0.379831    0.435237    0.821256
16     0.357165    0.527728    0.743961
17     0.332498    0.418214    0.806763
18     0.347358    1.887075    0.318841
19     0.322007    0.597818    0.685990
20     0.364887    0.460998    0.768116
total elapsed time: 00:42:34

AWD-Pretrained-Wiki: drop=0.1 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.640805    0.595396    0.695652
2      0.687826    0.547986    0.763285
3      0.673057    0.560740    0.797101
4      0.634362    0.636838    0.652174
epoch  train_loss  valid_loss  accuracy
1      0.652184    0.599656    0.657005
2      0.632475    0.592317    0.690821
3      0.619821    0.587063    0.714976
4      0.613067    0.520318    0.787440
5      0.612086    0.523128    0.772947
6      0.597524    0.502299    0.816425
7      0.551661    0.504898    0.763285
8      0.554156    0.485002    0.763285
9      0.561830    0.465201    0.816425
10     0.522594    0.487426    0.782609
11     0.480043    0.471979    0.792271
12     0.446367    0.512920    0.758454
13     0.464153    0.489521    0.782609
14     0.442910    0.497833    0.782609
15     0.472748    0.385312    0.830918
16     0.438945    0.465730    0.816425
17     0.397707    0.440865    0.840580
18     0.444321    0.384445    0.830918
19     0.450090    0.422331    0.830918
20     0.416381    0.428552    0.816425
epoch  train_loss  valid_loss  accuracy
1      0.691698    0.663960    0.599034
2      0.669775    0.653073    0.628019
3      0.661130    0.647692    0.642512
4      0.678339    0.644310    0.652174
epoch  train_loss  valid_loss  accuracy
1      0.657101    0.677901    0.584541
2      0.610474    0.657435    0.618357
3      0.609156    0.685438    0.637681
4      0.581558    0.730656    0.574879
5      0.574622    0.656957    0.690821
6      0.586681    0.602771    0.724638
7      0.542673    0.589690    0.729469
8      0.511514    0.593564    0.729469
9      0.492317    0.541562    0.777778
10     0.478511    0.530590    0.772947
11     0.491328    0.520168    0.797101
12     0.485489    0.448628    0.811594
13     0.492697    0.449583    0.811594
14     0.464519    0.486684    0.797101
15     0.447380    0.465738    0.806763
16     0.409855    0.433399    0.811594
17     0.368603    0.428824    0.835749
18     0.418862    0.392636    0.850242
19     0.397488    0.422484    0.811594
20     0.347450    0.410094    0.821256
epoch  train_loss  valid_loss  accuracy
1      0.694303    0.731848    0.473430
2      0.675793    0.656936    0.618357
3      0.670120    0.640338    0.628019
4      0.666427    0.647546    0.632850
epoch  train_loss  valid_loss  accuracy
1      0.658220    0.707756    0.555556
2      0.625859    0.606660    0.685990
3      0.615069    0.587905    0.714976
4      0.556251    0.595763    0.700483
5      0.598885    0.574057    0.739130
6      0.575857    0.605769    0.772947
7      0.561350    0.517621    0.797101
8      0.568367    0.504047    0.811594
9      0.537566    0.488997    0.816425
10     0.548674    0.524721    0.753623
11     0.526551    0.445414    0.835749
12     0.507228    0.412316    0.835749
13     0.459714    0.398377    0.835749
14     0.436158    0.396652    0.840580
15     0.427945    0.434484    0.840580
16     0.445883    0.359700    0.888889
17     0.450335    0.359917    0.874396
18     0.376195    0.360440    0.884058
19     0.411659    0.357179    0.884058
20     0.329874    0.349165    0.845411
epoch  train_loss  valid_loss  accuracy
1      0.711871    0.668512    0.613527
2      0.648427    0.692512    0.584541
3      0.622460    0.755138    0.458937
4      0.586822    0.740294    0.468599
epoch  train_loss  valid_loss  accuracy
1      0.537109    0.615105    0.652174
2      0.552814    0.689764    0.623188
3      0.559575    0.714896    0.642512
4      0.541094    0.741249    0.623188
5      0.517709    0.636739    0.676328
6      0.562743    0.631412    0.666667
7      0.534837    0.674268    0.681159
8      0.487686    0.651320    0.652174
9      0.515441    0.606178    0.695652
10     0.495114    0.572071    0.743961
11     0.435393    0.499579    0.758454
12     0.436331    0.411225    0.830918
13     0.433026    0.401207    0.835749
14     0.473895    0.376355    0.864734
15     0.416273    0.400566    0.845411
16     0.431126    0.404391    0.830918
17     0.368140    0.436414    0.816425
18     0.392468    0.372526    0.874396
19     0.408585    0.417566    0.850242
20     0.421231    0.387775    0.859903
epoch  train_loss  valid_loss  accuracy
1      0.692321    0.623735    0.661836
2      0.680058    0.635324    0.657005
3      0.630574    0.629780    0.637681
4      0.645049    0.643379    0.623188
epoch  train_loss  valid_loss  accuracy
1      0.609626    0.603190    0.681159
2      0.612470    0.598095    0.676328
3      0.613054    0.596117    0.661836
4      0.571268    0.649268    0.661836
5      0.571646    0.589208    0.724638
6      0.532291    0.582098    0.710145
7      0.572851    0.537558    0.753623
8      0.526749    0.569142    0.714976
9      0.525453    0.562198    0.724638
10     0.474048    0.492848    0.772947
11     0.509336    0.397253    0.859903
12     0.513848    0.390464    0.845411
13     0.468149    0.431756    0.801932
14     0.442533    0.387618    0.821256
15     0.418904    0.396266    0.835749
16     0.407726    0.438782    0.797101
17     0.403333    0.446626    0.797101
18     0.393790    0.358679    0.830918
19     0.408113    0.364222    0.864734
20     0.367936    0.334454    0.859903
total elapsed time: 01:14:59

AWD-Finetuned-Autopsy: drop=0.1 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.631866    0.563477    0.787440
2      0.607568    0.498998    0.811594
3      0.589609    0.502073    0.797101
4      0.577780    0.495164    0.816425
epoch  train_loss  valid_loss  accuracy
1      0.603268    0.484416    0.840580
2      0.524527    0.511374    0.768116
3      0.509852    0.400899    0.859903
4      0.445565    0.377689    0.845411
5      0.461997    0.435825    0.845411
6      0.446260    0.382418    0.869565
7      0.437427    0.363309    0.874396
8      0.419626    0.369935    0.888889
9      0.365848    0.355775    0.879227
10     0.368792    0.323928    0.874396
11     0.382734    0.389009    0.869565
12     0.334968    0.288424    0.874396
13     0.314077    0.315047    0.874396
14     0.295358    0.299156    0.893720
15     0.341314    0.354597    0.864734
16     0.282669    0.332639    0.874396
17     0.294186    0.277433    0.898551
18     0.281730    0.279106    0.903382
19     0.254441    0.348080    0.864734
20     0.220606    0.306856    0.874396
epoch  train_loss  valid_loss  accuracy
1      0.620142    0.580455    0.777778
2      0.577779    0.540283    0.763285
3      0.578855    0.519390    0.782609
4      0.564059    0.519471    0.792271
epoch  train_loss  valid_loss  accuracy
1      0.499003    0.480709    0.797101
2      0.484206    0.448475    0.821256
3      0.482304    0.364166    0.830918
4      0.472338    0.392683    0.845411
5      0.462484    0.358501    0.869565
6      0.452030    0.336944    0.884058
7      0.412322    0.379620    0.845411
8      0.396315    0.340722    0.869565
9      0.360673    0.378017    0.835749
10     0.332151    0.324298    0.859903
11     0.301974    0.361923    0.859903
12     0.315798    0.327446    0.869565
13     0.305490    0.290404    0.893720
14     0.351258    0.287355    0.884058
15     0.293665    0.328350    0.855072
16     0.316457    0.322165    0.859903
17     0.303959    0.302545    0.874396
18     0.248070    0.283197    0.864734
19     0.266713    0.302455    0.869565
20     0.295434    0.300947    0.884058
epoch  train_loss  valid_loss  accuracy
1      0.623150    0.595824    0.666667
2      0.612951    0.547401    0.700483
3      0.601646    0.563703    0.743961
4      0.595051    0.542307    0.763285
epoch  train_loss  valid_loss  accuracy
1      0.567397    0.474700    0.821256
2      0.511686    0.469745    0.806763
3      0.466407    0.453539    0.830918
4      0.507528    0.409778    0.859903
5      0.444714    0.349921    0.884058
6      0.397331    0.377590    0.874396
7      0.411926    0.359468    0.864734
8      0.397813    0.343968    0.884058
9      0.350195    0.396259    0.859903
10     0.383287    0.392356    0.850242
11     0.345108    0.361221    0.855072
12     0.333574    0.408836    0.855072
13     0.349684    0.408476    0.850242
14     0.325440    0.389328    0.864734
15     0.330960    0.442485    0.806763
16     0.300819    0.332840    0.869565
17     0.301576    0.411983    0.859903
18     0.286945    0.317412    0.869565
19     0.258374    0.384271    0.840580
20     0.266271    0.318229    0.864734
epoch  train_loss  valid_loss  accuracy
1      0.651833    0.638517    0.589372
2      0.616118    0.574197    0.729469
3      0.638976    0.543529    0.768116
4      0.635800    0.545417    0.772947
epoch  train_loss  valid_loss  accuracy
1      0.582277    0.513348    0.787440
2      0.549540    0.470994    0.816425
3      0.513379    0.451185    0.840580
4      0.482591    0.498105    0.826087
5      0.516320    0.455716    0.845411
6      0.447708    0.455322    0.830918
7      0.469263    0.386571    0.869565
8      0.415468    0.361103    0.864734
9      0.380655    0.462538    0.797101
10     0.394885    0.346357    0.864734
11     0.350950    0.415394    0.845411
12     0.311769    0.441517    0.821256
13     0.331374    0.358590    0.874396
14     0.286422    0.387828    0.845411
15     0.342571    0.401297    0.840580
16     0.356206    0.320478    0.884058
17     0.344423    0.357804    0.859903
18     0.314387    0.360190    0.859903
19     0.297418    0.331013    0.879227
20     0.255487    0.283954    0.888889
epoch  train_loss  valid_loss  accuracy
1      0.716181    0.678497    0.623188
2      0.691645    0.602718    0.734300
3      0.650503    0.598644    0.729469
4      0.609048    0.589581    0.724638
epoch  train_loss  valid_loss  accuracy
1      0.635553    0.529822    0.806763
2      0.572816    0.525530    0.806763
3      0.499494    0.427206    0.845411
4      0.527331    0.406121    0.859903
5      0.496521    0.435979    0.859903
6      0.480893    0.425698    0.864734
7      0.446891    0.402316    0.830918
8      0.427628    0.396262    0.869565
9      0.407189    0.369303    0.864734
10     0.409860    0.358159    0.879227
11     0.380419    0.366440    0.855072
12     0.403113    0.369616    0.869565
13     0.339463    0.350623    0.874396
14     0.316483    0.308640    0.874396
15     0.320938    0.375279    0.840580
16     0.330812    0.312783    0.888889
17     0.351679    0.301083    0.898551
18     0.290801    0.332013    0.874396
19     0.300045    0.289672    0.893720
20     0.248300    0.302149    0.879227
total elapsed time: 01:47:04

AWD-Finetuned-Nidia: drop=0.1 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.660557    0.598346    0.710145
2      0.625597    0.619869    0.657005
3      0.617569    0.622385    0.652174
4      0.610081    0.628344    0.647343
epoch  train_loss  valid_loss  accuracy
1      0.569659    0.663951    0.632850
2      0.553865    0.510327    0.772947
3      0.545303    0.446483    0.816425
4      0.506808    0.470991    0.816425
5      0.485549    0.430626    0.840580
6      0.512248    0.441609    0.845411
7      0.494054    0.409895    0.845411
8      0.473892    0.378715    0.835749
9      0.472626    0.430996    0.850242
10     0.444899    0.365499    0.816425
11     0.365755    0.369935    0.830918
12     0.352487    0.311063    0.855072
13     0.321675    0.351627    0.845411
14     0.352046    0.340557    0.869565
15     0.346587    0.348161    0.859903
16     0.350947    0.415182    0.845411
17     0.307229    0.370639    0.840580
18     0.304561    0.329219    0.859903
19     0.349677    0.337548    0.859903
20     0.308637    0.307078    0.869565
epoch  train_loss  valid_loss  accuracy
1      0.683249    0.643086    0.613527
2      0.621349    0.663427    0.589372
3      0.647800    0.679076    0.628019
4      0.611245    0.695541    0.603865
epoch  train_loss  valid_loss  accuracy
1      0.558664    0.533066    0.772947
2      0.558179    0.501349    0.792271
3      0.549889    0.419705    0.826087
4      0.550492    0.444767    0.826087
5      0.511143    0.439113    0.840580
6      0.459598    0.395769    0.855072
7      0.423556    0.427787    0.830918
8      0.422993    0.394206    0.811594
9      0.403620    0.358813    0.879227
10     0.420167    0.393889    0.840580
11     0.369377    0.334503    0.855072
12     0.373047    0.482359    0.801932
13     0.383269    0.359118    0.840580
14     0.393792    0.426992    0.845411
15     0.348011    0.348651    0.845411
16     0.342671    0.343341    0.840580
17     0.280506    0.385302    0.826087
18     0.320357    0.425647    0.845411
19     0.317723    0.328560    0.864734
20     0.339611    0.336267    0.864734
epoch  train_loss  valid_loss  accuracy
1      0.708651    0.690653    0.502415
2      0.686568    0.700224    0.570048
3      0.658207    0.675688    0.599034
4      0.654931    0.691026    0.666667
epoch  train_loss  valid_loss  accuracy
1      0.574253    0.578524    0.753623
2      0.578130    0.576848    0.729469
3      0.559719    0.568802    0.734300
4      0.532643    0.465735    0.787440
5      0.510534    0.529678    0.777778
